product_name,product_group,price_per_unit,tier,seller,date,margin
manzana golden delicious,manzana,70.5118764331126,local,local_market_24.4,2026-02-13,0.244193328463007
manzana golden delicious,manzana,73.2198405691626,local,local_market_33.6,2026-02-13,0.336472531291656
manzana golden delicious,manzana,69.0767785338876,local,local_market_27,2026-02-13,0.269650055945385
manzana golden delicious,manzana,74.7199622433248,local,local_market_39.7,2026-02-13,0.396599451114889
manzana golden delicious,manzana,70.2844826490181,local,local_market_23.7,2026-02-13,0.236652664991561
manzana golden delicious,manzana,65.7484269880231,local,local_market_16.7,2026-02-13,0.166630718659144
manzana golden delicious,manzana,79.2065029686504,local,local_market_38.3,2026-02-13,0.382904720120132
manzana golden delicious,manzana,69.1990756985525,local,local_market_23.4,2026-02-13,0.23428991958499
manzana golden delicious,manzana,70.3112232999736,local,local_market_28.9,2026-02-13,0.288625803170726
manzana golden delicious,manzana,76.4905068494964,local,local_market_36.9,2026-02-13,0.368802754068747
manzana golden delicious,manzana,72.9597628507107,local,local_market_30.2,2026-02-13,0.301972934720106
manzana golden delicious,manzana,66.9774825218981,local,local_market_20.7,2026-02-13,0.207351408759132
manzana golden delicious,manzana,69.2699853568275,local,local_market_23,2026-02-13,0.229749388620257
manzana golden delicious,manzana,73.5536863421601,local,local_market_36.1,2026-02-13,0.361021266062744
manzana golden delicious,manzana,73.0465115741397,local,local_market_29.1,2026-02-13,0.290528718824498
manzana golden delicious,manzana,70.5843355212601,local,local_market_30.7,2026-02-13,0.306981436535716
manzana golden delicious,manzana,68.3683403143587,local,local_market_20.3,2026-02-13,0.20305717617739
manzana golden delicious,manzana,76.5623082210631,local,local_market_39.2,2026-02-13,0.39242210702505
manzana golden delicious,manzana,77.7377040810726,local,local_market_39.7,2026-02-13,0.397152340598404
manzana golden delicious,manzana,75.6306695508844,local,local_market_31.5,2026-02-13,0.314777736179531
manzana golden delicious,manzana,67.0021009705695,local,local_market_16,2026-02-13,0.159592411515769
manzana golden delicious,manzana,74.3223088818175,local,local_market_31.5,2026-02-13,0.315044240595307
manzana golden delicious,manzana,75.1624558390294,local,local_market_34.8,2026-02-13,0.347939642239362
manzana golden delicious,manzana,68.1354519793724,local,local_market_23.9,2026-02-13,0.239329758717213
manzana golden delicious,manzana,72.1985737963525,local,local_market_29.8,2026-02-13,0.297635639237706
manzana golden delicious,manzana,70.6767036223011,local,local_market_31.3,2026-02-13,0.312641783826984
manzana golden delicious,manzana,74.9635574361398,local,local_market_38.2,2026-02-13,0.381867992901243
manzana golden delicious,manzana,73.6302490528605,local,local_market_35.1,2026-02-13,0.350552770402283
manzana golden delicious,manzana,65.5597785214201,local,local_market_17.5,2026-02-13,0.174738915322814
manzana golden delicious,manzana,73.0184146830116,local,local_market_31.3,2026-02-13,0.313308622257318
manzana golden delicious,manzana,63.9295168074597,local,local_market_21.9,2026-02-13,0.219059920671862
manzana golden delicious,manzana,69.6548625962647,local,local_market_30.8,2026-02-13,0.308469484420493
manzana golden delicious,manzana,65.3917234151073,local,local_market_24.5,2026-02-13,0.244609467196278
manzana golden delicious,manzana,73.7552065208236,local,local_market_34.2,2026-02-13,0.342028647463303
manzana golden delicious,manzana,76.2916208364618,local,local_market_32.1,2026-02-13,0.320989619102329
manzana golden delicious,manzana,80.7699910600362,local,local_market_39.4,2026-02-13,0.394386692182161
manzana golden delicious,manzana,72.3857321478875,local,local_market_29.5,2026-02-13,0.294836392079014
manzana golden delicious,manzana,74.5542310097737,local,local_market_33,2026-02-13,0.329678133223206
manzana golden delicious,manzana,67.5442960808752,local,local_market_17,2026-02-13,0.169679239834659
manzana golden delicious,manzana,71.6157652978955,local,local_market_26,2026-02-13,0.260467044461984
manzana golden delicious,manzana,70.5198743538447,local,local_market_24.4,2026-02-13,0.243998853873927
manzana golden delicious,manzana,67.9403436246301,local,local_market_20.1,2026-02-13,0.200915805273689
manzana golden delicious,manzana,72.6055968606615,local,local_market_35.9,2026-02-13,0.359296586341225
manzana golden delicious,manzana,64.2809405774475,local,local_market_17.5,2026-02-13,0.175163248588797
manzana golden delicious,manzana,67.9225868007438,local,local_market_25.4,2026-02-13,0.254125288140494
manzana golden delicious,manzana,78.3272126216924,local,local_market_38.1,2026-02-13,0.38121101380093
manzana golden delicious,manzana,65.3988851393218,local,local_market_19.2,2026-02-13,0.191948896774557
manzana golden delicious,manzana,68.8972750531793,local,local_market_22.7,2026-02-13,0.226943866268266
manzana golden delicious,manzana,66.1123768726759,local,local_market_19.9,2026-02-13,0.19872740159044
manzana golden delicious,manzana,65.3694496056601,local,local_market_19.2,2026-02-13,0.191990076890215
manzana golden delicious,manzana,66.9867422585671,local,local_market_15.7,2026-02-13,0.156873056816403
manzana golden delicious,manzana,67.706714138666,local,local_market_29.9,2026-02-13,0.299409268633463
manzana golden delicious,manzana,79.757159822779,local,local_market_31,2026-02-13,0.310273695772048
manzana golden delicious,manzana,72.6471631737678,local,local_market_36.7,2026-02-13,0.366897111211438
manzana golden delicious,manzana,72.1165395486138,local,local_market_23.2,2026-02-13,0.231820736697409
naranja valencia chica,naranja,13.7284615421122,local,local_market_38,2026-02-13,0.379653955437243
naranja valencia chica,naranja,12.5998175797043,local,local_market_30.6,2026-02-13,0.306390675052535
naranja valencia chica,naranja,11.9293678269172,local,local_market_19.7,2026-02-13,0.196550042578019
naranja valencia chica,naranja,12.0987458994818,local,local_market_22.7,2026-02-13,0.226616033271421
naranja valencia chica,naranja,13.206470824216,local,local_market_36.4,2026-02-13,0.364142159791663
naranja valencia chica,naranja,12.2610669161374,local,local_market_27.8,2026-02-13,0.27789045588579
naranja valencia chica,naranja,12.0051531715441,local,local_market_34.7,2026-02-13,0.347094773990102
naranja valencia chica,naranja,11.2717168076198,local,local_market_24,2026-02-13,0.240143466833979
naranja valencia chica,naranja,11.6979347638114,local,local_market_23.9,2026-02-13,0.239102208614349
naranja valencia chica,naranja,12.8488922090881,local,local_market_37.8,2026-02-13,0.377926159568597
naranja valencia chica,naranja,11.9488456303652,local,local_market_30.2,2026-02-13,0.301921874959953
naranja valencia chica,naranja,11.5627214758024,local,local_market_29.9,2026-02-13,0.299003581085708
naranja valencia chica,naranja,11.3718281171681,local,local_market_19.3,2026-02-13,0.193492057302501
naranja valencia chica,naranja,12.4689578181806,local,local_market_37.6,2026-02-13,0.37609481116524
naranja valencia chica,naranja,11.2318819986823,local,local_market_17.7,2026-02-13,0.176885866886005
naranja valencia chica,naranja,11.1583498958334,local,local_market_16.9,2026-02-13,0.169142536562867
naranja valencia chica,naranja,11.874627312962,local,local_market_35.1,2026-02-13,0.350533377064858
naranja valencia chica,naranja,12.7813227110266,local,local_market_28.6,2026-02-13,0.286239902465604
naranja valencia chica,naranja,11.8203961815874,local,local_market_20.3,2026-02-13,0.202681596542243
naranja valencia chica,naranja,11.0782883415021,local,local_market_21.8,2026-02-13,0.217652703844942
naranja valencia chica,naranja,12.8780423274295,local,local_market_31.2,2026-02-13,0.312300426862203
naranja valencia chica,naranja,12.9020381362166,local,local_market_35.7,2026-02-13,0.357450248242822
naranja valencia chica,naranja,10.8416715813747,local,local_market_18,2026-02-13,0.180338520766236
naranja valencia chica,naranja,11.9707907928769,local,local_market_26.5,2026-02-13,0.264551790349651
naranja valencia chica,naranja,11.9030170977106,local,local_market_26,2026-02-13,0.259534712100867
naranja valencia chica,naranja,13.184525861302,local,local_market_38.3,2026-02-13,0.3831009125337
naranja valencia chica,naranja,13.3318142354806,local,local_market_39.3,2026-02-13,0.393174269620795
naranja valencia chica,naranja,11.1802764561793,local,local_market_23.4,2026-02-13,0.233729964622762
naranja valencia chica,naranja,11.8078400317756,local,local_market_22,2026-02-13,0.219965131639037
naranja valencia chica,naranja,13.5586344499131,local,local_market_38.9,2026-02-13,0.388721199333668
naranja valencia chica,naranja,12.6875813944235,local,local_market_33.3,2026-02-13,0.332723023870494
naranja valencia chica,naranja,12.0593967027923,local,local_market_21.7,2026-02-13,0.217333354381844
naranja valencia chica,naranja,12.3174979561943,local,local_market_27.2,2026-02-13,0.271684969926719
naranja valencia chica,naranja,12.4068407158575,local,local_market_32.1,2026-02-13,0.32097692360403
naranja valencia chica,naranja,11.6066282191465,local,local_market_24.6,2026-02-13,0.245669703092426
naranja valencia chica,naranja,11.2466261925197,local,local_market_18,2026-02-13,0.179738149431068
naranja valencia chica,naranja,10.5614667520618,local,local_market_19.1,2026-02-13,0.190690274268854
naranja valencia chica,naranja,12.6638895753158,local,local_market_25.7,2026-02-13,0.257358607521746
naranja valencia chica,naranja,12.0966673896714,local,local_market_34.8,2026-02-13,0.347583435510751
naranja valencia chica,naranja,11.0906385906575,local,local_market_18.9,2026-02-13,0.18904171573231
naranja valencia chica,naranja,12.248996889439,local,local_market_32.4,2026-02-13,0.323597231216263
naranja valencia chica,naranja,12.2801327577801,local,local_market_23.5,2026-02-13,0.234658648935147
naranja valencia chica,naranja,12.2386908276911,local,local_market_32.6,2026-02-13,0.325932759128045
naranja valencia chica,naranja,11.7914667648377,local,local_market_24.6,2026-02-13,0.246299462020397
naranja valencia chica,naranja,10.7941203897253,local,local_market_18.6,2026-02-13,0.186267767078243
naranja valencia chica,naranja,11.5625802741491,local,local_market_15.5,2026-02-13,0.154529085592367
naranja valencia chica,naranja,11.7215537601836,local,local_market_28.1,2026-02-13,0.281043366098311
naranja valencia chica,naranja,12.3067555091034,local,local_market_38.7,2026-02-13,0.386925920471549
naranja valencia chica,naranja,11.3663974349531,local,local_market_16.8,2026-02-13,0.16775387203088
naranja valencia chica,naranja,12.9943095376697,local,local_market_30.9,2026-02-13,0.308532703935634
naranja valencia chica,naranja,12.9459152153018,local,local_market_35.2,2026-02-13,0.351932561292779
naranja valencia chica,naranja,11.9005665319018,local,local_market_26,2026-02-13,0.259907050034963
naranja valencia chica,naranja,11.9075433313014,local,local_market_26.1,2026-02-13,0.261241960548796
naranja valencia chica,naranja,11.4046719162713,local,local_market_20.5,2026-02-13,0.204533938586246
naranja valencia chica,naranja,12.1519441668128,local,local_market_23.3,2026-02-13,0.232679202780128
naranja valencia chica,naranja,11.8149749439791,local,local_market_20.2,2026-02-13,0.201700800773688
naranja valencia chica,naranja,11.0873233069422,local,local_market_15.4,2026-02-13,0.153742218133993
naranja valencia chica,naranja,11.801356540328,local,local_market_22.7,2026-02-13,0.227385813521687
naranja valencia chica,naranja,12.6989026322085,local,local_market_37.5,2026-02-13,0.374921755841933
naranja valencia chica,naranja,11.4936982045525,local,local_market_21.7,2026-02-13,0.216869025176857
naranja valencia chica,naranja,11.5993180884697,local,local_market_24.8,2026-02-13,0.248444550763816
naranja valencia chica,naranja,13.3135691934748,local,local_market_38.8,2026-02-13,0.387925986817572
naranja valencia chica,naranja,11.8652607097554,local,local_market_32,2026-02-13,0.320389891136438
naranja valencia chica,naranja,12.5229884040555,local,local_market_30.4,2026-02-13,0.303994813852478
naranja valencia chica,naranja,12.8967549733496,local,local_market_34.2,2026-02-13,0.341736517823301
naranja valencia chica,naranja,12.703012567775,local,local_market_33.3,2026-02-13,0.332646365312394
naranja valencia chica,naranja,12.3362806373978,local,local_market_27.8,2026-02-13,0.278423015237786
naranja valencia chica,naranja,12.2295313193061,local,local_market_32.4,2026-02-13,0.324419947026763
naranja valencia chica,naranja,12.1573663625812,local,local_market_29.9,2026-02-13,0.299121921509504
naranja valencia chica,naranja,12.1114062415073,local,local_market_27.6,2026-02-13,0.275590809271671
naranja valencia chica,naranja,12.3443069022596,local,local_market_32.1,2026-02-13,0.32133509676205
naranja valencia chica,naranja,11.2906002839114,local,local_market_15.8,2026-02-13,0.157786259055138
naranja valencia chica,naranja,12.1696082112642,local,local_market_24.4,2026-02-13,0.243751599255484
naranja valencia chica,naranja,12.7152920531242,local,local_market_29.2,2026-02-13,0.292411544744391
naranja valencia chica,naranja,12.0327158694481,local,local_market_26.3,2026-02-13,0.262518908048514
naranja valencia chica,naranja,12.0851562306501,local,local_market_25,2026-02-13,0.250077257317025
naranja valencia chica,naranja,11.9521021706839,local,local_market_25.2,2026-02-13,0.251980627980083
naranja valencia chica,naranja,12.3653137026461,local,local_market_29.4,2026-02-13,0.294341144768987
naranja valencia chica,naranja,11.4071527896166,local,local_market_18.9,2026-02-13,0.189363984251395
naranja valencia chica,naranja,12.0745044805801,local,local_market_29.9,2026-02-13,0.298533229250461
naranja valencia chica,naranja,12.8216633719359,local,local_market_35.7,2026-02-13,0.357246065721847
naranja valencia chica,naranja,12.1746754901247,local,local_market_29.7,2026-02-13,0.297159665939398
naranja valencia chica,naranja,12.1380659825125,local,local_market_29.4,2026-02-13,0.294475985085592
naranja valencia chica,naranja,11.4971998550188,local,local_market_20.8,2026-02-13,0.208137782674748
naranja valencia chica,naranja,11.9971983372291,local,local_market_29.2,2026-02-13,0.292410463246051
naranja valencia chica,naranja,12.4168142550084,local,local_market_25.1,2026-02-13,0.251481321093161
naranja valencia chica,naranja,11.6746642083668,local,local_market_20.3,2026-02-13,0.20290648562368
naranja valencia chica,naranja,12.8856483946467,local,local_market_31,2026-02-13,0.310467330482788
naranja valencia chica,naranja,11.3331229252702,local,local_market_20.5,2026-02-13,0.204971022822429
naranja valencia chica,naranja,12.8090332420097,local,local_market_36.2,2026-02-13,0.362024072243366
naranja valencia chica,naranja,10.900834747073,local,local_market_16.4,2026-02-13,0.164317292429041
naranja valencia chica,naranja,12.6009080338104,local,local_market_32,2026-02-13,0.320047257328406
naranja valencia chica,naranja,11.4166389491974,local,local_market_17.3,2026-02-13,0.173077521531377
naranja valencia chica,naranja,10.672837416909,local,local_market_16.5,2026-02-13,0.165404117875732
naranja valencia chica,naranja,12.4214876848849,local,local_market_32.2,2026-02-13,0.321582144568674
naranja valencia chica,naranja,11.3359727345604,local,local_market_20.2,2026-02-13,0.201737120200414
naranja valencia chica,naranja,11.6671283913709,local,local_market_21.8,2026-02-13,0.218254491896369
naranja valencia chica,naranja,10.4587056872542,local,local_market_15.8,2026-02-13,0.157978017325513
naranja valencia chica,naranja,11.3261748824968,local,local_market_24.9,2026-02-13,0.249180708930362
naranja valencia chica,naranja,13.9126754756268,local,local_market_38.6,2026-02-13,0.385986121755559
naranja valencia grande,naranja,19.1336334774304,local,local_market_19.3,2026-02-13,0.193179425236303
naranja valencia grande,naranja,19.496466987344,local,local_market_20.6,2026-02-13,0.206415842263959
naranja valencia grande,naranja,19.3714256432827,local,local_market_23.4,2026-02-13,0.234340318280738
naranja valencia grande,naranja,21.1232820092827,local,local_market_32.9,2026-02-13,0.329126119997818
naranja valencia grande,naranja,19.4273960132309,local,local_market_16.2,2026-02-13,0.16193662075093
naranja valencia grande,naranja,19.617498321155,local,local_market_17.7,2026-02-13,0.177060829102993
naranja valencia grande,naranja,20.9447763959196,local,local_market_35.8,2026-02-13,0.358011644892395
naranja valencia grande,naranja,19.0935431205162,local,local_market_25.2,2026-02-13,0.251801529002842
naranja valencia grande,naranja,18.9862270645415,local,local_market_26.3,2026-02-13,0.263012562680524
naranja valencia grande,naranja,19.6172130686556,local,local_market_24.4,2026-02-13,0.243837710330263
naranja valencia grande,naranja,22.0512292098506,local,local_market_34.4,2026-02-13,0.343830795353279
naranja valencia grande,naranja,21.8208218329679,local,local_market_36.6,2026-02-13,0.365515453426633
naranja valencia grande,naranja,20.3626290840674,local,local_market_21.1,2026-02-13,0.210660667426419
naranja valencia grande,naranja,20.0896127947891,local,local_market_28.5,2026-02-13,0.285477555973921
naranja valencia grande,naranja,21.1606914687467,local,local_market_30.8,2026-02-13,0.308286790538114
naranja valencia grande,naranja,20.7195273098563,local,local_market_30.2,2026-02-13,0.302158254757524
naranja valencia grande,naranja,22.6624173531258,local,local_market_38.1,2026-02-13,0.381437110633124
naranja valencia grande,naranja,21.2713116464954,local,local_market_33.6,2026-02-13,0.335517244914081
naranja valencia grande,naranja,20.9788085867059,local,local_market_35.4,2026-02-13,0.353518520225771
naranja valencia grande,naranja,20.73295720873,local,local_market_24.5,2026-02-13,0.245017355750315
naranja valencia grande,naranja,20.5894014126447,local,local_market_31.3,2026-02-13,0.31336598014459
naranja valencia grande,naranja,20.7035914578397,local,local_market_29.4,2026-02-13,0.293723667250015
naranja valencia grande,naranja,20.5996705428145,local,local_market_31.9,2026-02-13,0.319115012802649
naranja valencia grande,naranja,20.7660990641296,local,local_market_32.2,2026-02-13,0.322397586458828
naranja valencia grande,naranja,19.5276906588246,local,local_market_25.5,2026-02-13,0.255392843543086
naranja valencia grande,naranja,19.914851432693,local,local_market_23.1,2026-02-13,0.230955037672538
naranja valencia grande,naranja,22.1087218662296,local,local_market_38.8,2026-02-13,0.387645411049016
naranja valencia grande,naranja,21.3187133299243,local,local_market_27.1,2026-02-13,0.271250207943376
naranja valencia grande,naranja,19.1371166837451,local,local_market_27.1,2026-02-13,0.271350019588135
naranja valencia grande,naranja,19.4933211817059,local,local_market_18.8,2026-02-13,0.188394143979531
naranja valencia grande,naranja,19.3943154457657,local,local_market_23.3,2026-02-13,0.232598277833313
naranja valencia grande,naranja,20.3988351332188,local,local_market_25.9,2026-02-13,0.25925309889717
naranja valencia grande,naranja,20.8445176651009,local,local_market_39.9,2026-02-13,0.399335442786105
naranja valencia grande,naranja,22.3883950368872,local,local_market_33.6,2026-02-13,0.335677224828396
naranja valencia grande,naranja,17.8843079659283,local,local_market_19.7,2026-02-13,0.197325575782452
naranja valencia grande,naranja,20.1482126717364,local,local_market_29.2,2026-02-13,0.291662314650603
naranja valencia grande,naranja,19.2254830471137,local,local_market_22.9,2026-02-13,0.229223456152249
naranja valencia grande,naranja,19.3271707677791,local,local_market_17.6,2026-02-13,0.176482882851269
naranja valencia grande,naranja,20.5358066224549,local,local_market_30.5,2026-02-13,0.305284554872196
naranja valencia grande,naranja,19.9499352460855,local,local_market_20.2,2026-02-13,0.202430519659538
naranja valencia grande,naranja,18.7541665013303,local,local_market_27.3,2026-02-13,0.272988007729873
naranja valencia grande,naranja,19.1671306967146,local,local_market_19.3,2026-02-13,0.193001727084629
naranja valencia grande,naranja,19.7597240859825,local,local_market_27.1,2026-02-13,0.270852210209705
naranja valencia grande,naranja,22.7420691360206,local,local_market_34.6,2026-02-13,0.345810710720252
naranja valencia grande,naranja,19.7147409000275,local,local_market_19.9,2026-02-13,0.198752308299299
naranja valencia grande,naranja,18.1775075244319,local,local_market_15.6,2026-02-13,0.156155995361041
naranja valencia grande,naranja,21.4440459078288,local,local_market_33.1,2026-02-13,0.331083560513798
naranja valencia grande,naranja,21.733096734044,local,local_market_34.6,2026-02-13,0.346497090801131
naranja valencia grande,naranja,20.3841590674622,local,local_market_25.7,2026-02-13,0.257429532508831
naranja valencia grande,naranja,18.9180087678051,local,local_market_18.1,2026-02-13,0.180803086759988
naranja valencia grande,naranja,17.5330704647083,local,local_market_15.3,2026-02-13,0.152808572317008
naranja valencia grande,naranja,17.0085154152324,local,local_market_15.3,2026-02-13,0.15277474464383
naranja valencia grande,naranja,20.971064692781,local,local_market_33.8,2026-02-13,0.338319699140266
naranja valencia grande,naranja,19.3783332511496,local,local_market_22.7,2026-02-13,0.226640519197099
naranja valencia grande,naranja,22.3802160662164,local,local_market_39.8,2026-02-13,0.397723001812119
naranja valencia grande,naranja,20.5614889188594,local,local_market_28.7,2026-02-13,0.286717576358933
naranja valencia grande,naranja,20.0720979619062,local,local_market_21.9,2026-02-13,0.219414610275999
naranja valencia grande,naranja,21.2413277104405,local,local_market_27.9,2026-02-13,0.279351947747637
naranja valencia grande,naranja,22.2928286541364,local,local_market_37.6,2026-02-13,0.375545320776291
naranja valencia grande,naranja,20.6639144735205,local,local_market_22.9,2026-02-13,0.229464217298664
naranja valencia grande,naranja,20.6072579150975,local,local_market_32.6,2026-02-13,0.325765330903232
naranja valencia grande,naranja,19.0255555282624,local,local_market_23.1,2026-02-13,0.230545153294224
naranja valencia grande,naranja,22.4207832810555,local,local_market_38.3,2026-02-13,0.383344278123695
naranja valencia grande,naranja,19.3102801059558,local,local_market_18.5,2026-02-13,0.184764842363074
naranja valencia grande,naranja,20.9765368907989,local,local_market_26.1,2026-02-13,0.261459377396386
naranja valencia grande,naranja,18.8780966874219,local,local_market_22.3,2026-02-13,0.223058965441305
naranja valencia grande,naranja,20.623188957692,local,local_market_23.3,2026-02-13,0.233480261091609
naranja valencia grande,naranja,17.8615182125188,local,local_market_15.6,2026-02-13,0.156208182079718
naranja valencia grande,naranja,20.5379959403256,local,local_market_29.2,2026-02-13,0.291850304207765
naranja valencia grande,naranja,18.2955597223117,local,local_market_16.3,2026-02-13,0.163259808241855
naranja valencia grande,naranja,21.4178941315555,local,local_market_33.7,2026-02-13,0.336592848796863
naranja valencia grande,naranja,18.8480204904416,local,local_market_19.8,2026-02-13,0.198413503682241
naranja valencia grande,naranja,20.1168113549616,local,local_market_33.2,2026-02-13,0.332441332261078
naranja valencia grande,naranja,18.16583424775,local,local_market_17.4,2026-02-13,0.174122810398694
naranja valencia grande,naranja,18.3284511473203,local,local_market_21.6,2026-02-13,0.215776177565567
naranja valencia grande,naranja,20.9637393931948,local,local_market_38.2,2026-02-13,0.381661239347886
naranja valencia grande,naranja,20.4898081578561,local,local_market_27.3,2026-02-13,0.2727430186118
naranja valencia grande,naranja,20.9524848279013,local,local_market_33,2026-02-13,0.329971305187792
naranja valencia grande,naranja,19.7284185464437,local,local_market_26.6,2026-02-13,0.266080464795232
naranja valencia grande,naranja,21.1047985857257,local,local_market_32.4,2026-02-13,0.324168298777659
naranja valencia grande,naranja,19.5782941483346,local,local_market_21.5,2026-02-13,0.215142446488608
naranja valencia grande,naranja,20.9290133814892,local,local_market_25.5,2026-02-13,0.25521710262401
naranja valencia grande,naranja,20.8722054213339,local,local_market_33,2026-02-13,0.329540003591683
naranja valencia grande,naranja,17.9568205564435,local,local_market_18,2026-02-13,0.179679915402085
naranja valencia grande,naranja,19.000237694789,local,local_market_15.5,2026-02-13,0.154674436931964
naranja valencia grande,naranja,20.6902817491403,local,local_market_28.6,2026-02-13,0.286333690781612
naranja valencia grande,naranja,20.5444903245983,local,local_market_26,2026-02-13,0.259960031113587
naranja valencia grande,naranja,21.6738996926864,local,local_market_33.9,2026-02-13,0.339360293152276
naranja valencia grande,naranja,20.2115607697308,local,local_market_32.1,2026-02-13,0.320770544966217
naranja valencia grande,naranja,20.6775279679496,local,local_market_33.5,2026-02-13,0.334613821271341
naranja valencia grande,naranja,19.0702538009616,local,local_market_26.6,2026-02-13,0.266175619477872
naranja valencia grande,naranja,17.8441364991938,local,local_market_16.3,2026-02-13,0.162884913187008
naranja valencia grande,naranja,21.2888417552551,local,local_market_37.1,2026-02-13,0.370714587951079
naranja valencia grande,naranja,22.0508801104826,local,local_market_29.6,2026-02-13,0.296329839364626
naranja valencia grande,naranja,21.4416324731207,local,local_market_35.6,2026-02-13,0.355805693170987
naranja valencia grande,naranja,20.8082729023811,local,local_market_26.4,2026-02-13,0.264361388492398
naranja valencia grande,naranja,21.2929278709667,local,local_market_33,2026-02-13,0.330404326412827
naranja valencia grande,naranja,20.7558645864491,local,local_market_28.2,2026-02-13,0.281624034082051
naranja valencia grande,naranja,21.8644003908659,local,local_market_34.5,2026-02-13,0.344652283506002
naranja valencia grande,naranja,19.8824492065567,local,local_market_32.8,2026-02-13,0.327743322041351
naranja valencia mediana,naranja,13.7734109691546,local,local_market_16,2026-02-13,0.160111391660757
naranja valencia mediana,naranja,13.8218156682025,local,local_market_20.4,2026-02-13,0.204214313800912
naranja valencia mediana,naranja,15.8557308664897,local,local_market_34.6,2026-02-13,0.346287190949079
naranja valencia mediana,naranja,16.7883393335638,local,local_market_38,2026-02-13,0.37982681466965
naranja valencia mediana,naranja,15.1628146292188,local,local_market_35.1,2026-02-13,0.351416262949351
naranja valencia mediana,naranja,14.4700076010965,local,local_market_27.5,2026-02-13,0.274703440291341
naranja valencia mediana,naranja,14.3077913060802,local,local_market_27.3,2026-02-13,0.272811214532703
naranja valencia mediana,naranja,14.5352212066918,local,local_market_21.8,2026-02-13,0.218202212511096
naranja valencia mediana,naranja,15.9174604162776,local,local_market_36.5,2026-02-13,0.364937335171271
naranja valencia mediana,naranja,14.2829873352051,local,local_market_20.4,2026-02-13,0.203536694205832
naranja valencia mediana,naranja,14.5536914874885,local,local_market_25.2,2026-02-13,0.251789725886192
naranja valencia mediana,naranja,14.6693174331812,local,local_market_33.2,2026-02-13,0.332062634441536
naranja valencia mediana,naranja,14.6009241952837,local,local_market_28.2,2026-02-13,0.282145127572585
naranja valencia mediana,naranja,13.9900310202994,local,local_market_18.1,2026-02-13,0.1806557653239
naranja valencia mediana,naranja,13.4801044088487,local,local_market_15.4,2026-02-13,0.153565790306311
naranja valencia mediana,naranja,15.3218424108069,local,local_market_34.2,2026-02-13,0.341970194282476
naranja valencia mediana,naranja,15.0938481098521,local,local_market_33.8,2026-02-13,0.338013425038662
naranja valencia mediana,naranja,14.6529770035455,local,local_market_22.3,2026-02-13,0.222907527326606
naranja valencia mediana,naranja,14.8031811886394,local,local_market_28,2026-02-13,0.280302525300067
naranja valencia mediana,naranja,12.8776299241267,local,local_market_16.9,2026-02-13,0.169234300823882
naranja valencia mediana,naranja,13.3393490022587,local,local_market_21.2,2026-02-13,0.212260774604511
naranja valencia mediana,naranja,15.6449984528112,local,local_market_25.1,2026-02-13,0.251003370829858
naranja valencia mediana,naranja,14.3326004632934,local,local_market_27.6,2026-02-13,0.275903607986402
naranja valencia mediana,naranja,12.9397491937513,local,local_market_19.8,2026-02-13,0.197948687919416
naranja valencia mediana,naranja,15.3063855037653,local,local_market_32.7,2026-02-13,0.326596591074485
naranja valencia mediana,naranja,15.0048873220703,local,local_market_25.4,2026-02-13,0.253860408300534
naranja valencia mediana,naranja,13.312226493504,local,local_market_17.2,2026-02-13,0.171851847297512
naranja valencia mediana,naranja,14.8612884477207,local,local_market_31,2026-02-13,0.309533568599727
naranja valencia mediana,naranja,14.7394084816672,local,local_market_29.9,2026-02-13,0.299498253827915
naranja valencia mediana,naranja,13.2243265956016,local,local_market_18.3,2026-02-13,0.183069176075514
naranja valencia mediana,naranja,14.9096740478724,local,local_market_30.8,2026-02-13,0.307516368723009
naranja valencia mediana,naranja,14.5339731252189,local,local_market_25.2,2026-02-13,0.251801230513956
naranja valencia mediana,naranja,15.8526086461175,local,local_market_38.5,2026-02-13,0.384994147787802
naranja valencia mediana,naranja,13.9069831340843,local,local_market_19.5,2026-02-13,0.194832016923465
naranja valencia mediana,naranja,15.1727493010639,local,local_market_34.1,2026-02-13,0.341282869142015
naranja valencia mediana,naranja,13.4790237431061,local,local_market_16.1,2026-02-13,0.16092177873943
naranja valencia mediana,naranja,15.6758476422765,local,local_market_39.3,2026-02-13,0.393446985143237
naranja valencia mediana,naranja,15.959687827944,local,local_market_39,2026-02-13,0.389550400874577
naranja valencia mediana,naranja,15.4751447541277,local,local_market_29.7,2026-02-13,0.296952889335807
naranja valencia mediana,naranja,13.6146684413731,local,local_market_23,2026-02-13,0.229505694098771
naranja valencia mediana,naranja,14.8571773261225,local,local_market_36.7,2026-02-13,0.367124248272739
naranja valencia mediana,naranja,13.4919485360828,local,local_market_18.3,2026-02-13,0.183351838763338
naranja valencia mediana,naranja,15.6970790257173,local,local_market_35.4,2026-02-13,0.354086156561971
naranja valencia mediana,naranja,15.9582894334998,local,local_market_38.1,2026-02-13,0.381423327000812
naranja valencia mediana,naranja,12.6987521738348,local,local_market_22.1,2026-02-13,0.220940238947514
naranja valencia mediana,naranja,15.0873612714203,local,local_market_31.3,2026-02-13,0.313056000310462
naranja valencia mediana,naranja,14.1261538632737,local,local_market_25.9,2026-02-13,0.258938109013252
naranja valencia mediana,naranja,16.263052176911,local,local_market_37.2,2026-02-13,0.372278974310029
naranja valencia mediana,naranja,16.342367816895,local,local_market_35,2026-02-13,0.349580191227142
